"","dBa","neighborhood"
"1",57.7300262997888,"Omni"
"2",60.7592056091641,"Omni"
"3",62.6514702419544,"Omni"
"4",60.3360926345773,"Omni"
"5",58.0192891605957,"Omni"
"6",61.9098470290216,"Omni"
"7",56.5569569576163,"Omni"
"8",61.0550664238383,"Omni"
"9",57.3905477146974,"Omni"
"10",55.7462668670535,"Omni"
"11",60.5902901731097,"Omni"
"12",62.6674660742192,"Omni"
"13",60.87439165685,"Omni"
"14",58.4212364204943,"Omni"
"15",60.518397423371,"Omni"
"16",58.5745267829135,"Omni"
"17",61.0597366088624,"Omni"
"18",62.3542778027212,"Omni"
"19",62.6562295643301,"Omni"
"20",61.5074148812195,"Omni"
"21",61.2412110964338,"Omni"
"22",59.3083500233565,"Omni"
"23",60.3053875953657,"Omni"
"24",65.1716637108953,"Omni"
"25",58.7833983349344,"Omni"
"26",57.698040336089,"Omni"
"27",57.9674386114158,"Omni"
"28",59.5094282171424,"Omni"
"29",64.3105871508237,"Omni"
"30",54.3422373727893,"Omni"
"31",55.5075088130104,"Omni"
"32",59.1381438026782,"Omni"
"33",58.8983582427009,"Omni"
"34",60.5260650431658,"Omni"
"35",56.8699382174967,"Omni"
"36",54.5611249666003,"Omni"
"37",62.1916389568218,"Omni"
"38",59.0553516698001,"Omni"
"39",58.9255221302488,"Omni"
"40",62.286215332259,"Omni"
"41",59.1417105739246,"Omni"
"42",57.8146076429269,"Omni"
"43",56.4027645220467,"Omni"
"44",61.8779448189668,"Omni"
"45",60.5607239503722,"Omni"
"46",57.8490827200946,"Omni"
"47",62.2006162293727,"Omni"
"48",57.6677476601955,"Omni"
"49",59.85046270366,"Omni"
"50",49.8169360080717,"Omni"
"51",57.150784292402,"Omni"
"52",60.4974273196769,"Omni"
"53",61.8325814682141,"Omni"
"54",64.412200003277,"Omni"
"55",59.6805564727245,"Omni"
"56",59.3470593701356,"Omni"
"57",56.5817144545532,"Omni"
"58",58.8932587265944,"Omni"
"59",60.6699918628392,"Omni"
"60",58.7009084508577,"Omni"
"61",62.0542129190069,"Omni"
"62",60.9743149141392,"Omni"
"63",57.0912146417542,"Omni"
"64",60.748349297669,"Omni"
"65",58.2119292349746,"Omni"
"66",61.8311683309335,"Omni"
"67",64.7027358960821,"Omni"
"68",63.297737383066,"Omni"
"69",63.8082298615232,"Omni"
"70",56.6067303045826,"Omni"
"71",57.339726693807,"Omni"
"72",52.1224041426654,"Omni"
"73",59.7840383891187,"Omni"
"74",61.8902736277049,"Omni"
"75",62.2577084511256,"Omni"
"76",63.3297946683985,"Omni"
"77",52.2153386337171,"Omni"
"78",63.1442334546154,"Omni"
"79",61.1357894644943,"Omni"
"80",63.1957221305122,"Omni"
"81",59.9847727392362,"Omni"
"82",60.6794673427556,"Omni"
"83",55.3383640549175,"Omni"
"84",64.7881457109539,"Omni"
"85",56.4236019854886,"Omni"
"86",59.2722854689326,"Omni"
"87",64.676788650816,"Omni"
"88",60.0141465398687,"Omni"
"89",61.8539514732231,"Omni"
"90",64.3806295910092,"Omni"
"91",62.5561070006191,"Omni"
"92",60.2415722671643,"Omni"
"93",59.4691997555368,"Omni"
"94",57.6076581828638,"Omni"
"95",59.841157342744,"Omni"
"96",57.0696143804958,"Omni"
"97",67.4139592995237,"Omni"
"98",66.0291042819057,"Omni"
"99",59.9340260430613,"Omni"
"100",58.7691087121486,"Omni"
"101",64.3605714768577,"Omni"
"102",58.8663751958262,"Omni"
"103",63.9904037190534,"Omni"
"104",66.415968973836,"Omni"
"105",58.2222919040036,"Omni"
"106",61.9819786912775,"Omni"
"107",64.8088039036644,"Omni"
"108",60.6853206363451,"Omni"
"109",60.0046277649656,"Omni"
"110",58.185809664766,"Omni"
"111",61.8370471676434,"Omni"
"112",60.4434075604084,"Omni"
"113",60.3588482719936,"Omni"
"114",58.0192874077233,"Omni"
"115",61.8475580211829,"Omni"
"116",60.930339029978,"Omni"
"117",59.1851574068036,"Omni"
"118",59.2192568910885,"Omni"
"119",64.6477972858291,"Omni"
"120",63.3108205116806,"Omni"
"121",60.310442087256,"Omni"
"122",59.779597906155,"Omni"
"123",59.7769063499035,"Omni"
"124",62.9160827933236,"Omni"
"125",55.7474770915735,"Omni"
"126",65.4511585963446,"Omni"
"127",66.9240420079486,"Omni"
"128",59.4832610364382,"Omni"
"129",64.0387369607012,"Omni"
"130",60.5727145847472,"Omni"
"131",62.112328617995,"Omni"
"132",57.3680199974998,"Omni"
"133",58.0120209843562,"Omni"
"134",54.7405012771788,"Omni"
"135",59.353632242866,"Omni"
"136",63.3447273667822,"Omni"
"137",64.6399047664288,"Omni"
"138",63.079987469338,"Omni"
"139",58.325932955832,"Omni"
"140",60.2048332070989,"Omni"
"141",58.0318170048292,"Omni"
"142",56.2577156399275,"Omni"
"143",57.9857941325875,"Omni"
"144",56.6416906865169,"Omni"
"145",62.662325016154,"Omni"
"146",59.0706733541725,"Omni"
"147",55.6103473229138,"Omni"
"148",62.2743190784795,"Omni"
"149",56.8314927151801,"Omni"
"150",55.2722417085596,"Omni"
"151",58.4225130041666,"Omni"
"152",61.2701429509385,"Omni"
"153",57.782363831232,"Omni"
"154",57.118154266414,"Omni"
"155",60.6674844737589,"Omni"
"156",58.9018621297554,"Omni"
"157",60.5431825814283,"Omni"
"158",58.3687289123144,"Omni"
"159",56.6520604966659,"Omni"
"160",56.9573720036959,"Omni"
"161",56.8575128680331,"Omni"
"162",61.2142372660676,"Omni"
"163",57.5818537985283,"Omni"
"164",59.0655781985871,"Omni"
"165",57.4287955924456,"Omni"
"166",59.6275495198158,"Omni"
"167",60.5020645290445,"Omni"
"168",59.7252209201062,"Omni"
"169",58.9991851705274,"Omni"
"170",57.158630275543,"Omni"
"171",61.6738324515198,"Omni"
"172",57.7058800655076,"Omni"
"173",65.0897251753895,"Omni"
"174",58.7806550712078,"Omni"
"175",56.282106407326,"Omni"
"176",62.0859142412327,"Omni"
"177",60.0416100072928,"Omni"
"178",60.4300047222845,"Omni"
"179",60.3638558049567,"Omni"
"180",56.9240104338747,"Omni"
"181",61.1852437959625,"Omni"
"182",59.9361926228595,"Omni"
"183",61.3573398174354,"Omni"
"184",63.2257118736096,"Omni"
"185",59.6462061011459,"Omni"
"186",58.2833015562253,"Omni"
"187",59.6549135384868,"Omni"
"188",59.9799426986862,"Omni"
"189",61.5685421746649,"Omni"
"190",66.0135298258672,"Omni"
"191",61.7297376081102,"Omni"
"192",58.6956291273535,"Omni"
"193",59.2589492502917,"Omni"
"194",58.6285052925554,"Omni"
"195",60.4392747119467,"Omni"
"196",58.7960018973889,"Omni"
"197",61.0469012958562,"Omni"
"198",60.5463223188712,"Omni"
"199",63.4850555344357,"Omni"
"200",58.9739605695468,"Omni"
"201",56.1902778499641,"Omni"
"202",59.6588407520793,"Omni"
"203",60.3375030693422,"Omni"
"204",55.9812123726645,"Omni"
"205",63.9682465167608,"Omni"
"206",63.1047065100541,"Omni"
"207",56.9974740548685,"Omni"
"208",65.6157632239807,"Omni"
"209",59.9119071461161,"Omni"
"210",58.7384303926663,"Omni"
"211",60.207644102165,"Omni"
"212",60.5930364773773,"Omni"
"213",61.1195100523711,"Omni"
"214",60.9082235325385,"Omni"
"215",58.477875969936,"Omni"
"216",62.1896665783096,"Omni"
"217",60.2258496403188,"Omni"
"218",52.8394331008736,"Omni"
"219",59.6584503408473,"Omni"
"220",51.2537723405564,"Omni"
"221",61.6877198159069,"Omni"
"222",62.7469094516035,"Omni"
"223",54.9502011027083,"Omni"
"224",56.7244998967242,"Omni"
"225",62.0902871156619,"Omni"
"226",62.2883887225701,"Omni"
"227",65.1000797079547,"Omni"
"228",62.4940397515118,"Omni"
"229",60.0353528492352,"Omni"
"230",63.0789945749219,"Omni"
"231",59.6872991045148,"Omni"
"232",59.0692011802424,"Omni"
"233",54.7599970996976,"Omni"
"234",57.0612624725948,"Omni"
"235",58.2555747724545,"Omni"
"236",55.7530657425693,"Omni"
"237",62.0416132975093,"Omni"
"238",56.4485565993164,"Omni"
"239",55.9726961493262,"Omni"
"240",57.2908729336987,"Omni"
"241",56.7864691533454,"Omni"
"242",60.8201502010379,"Omni"
"243",58.6051885747974,"Omni"
"244",64.3463443991334,"Omni"
"245",60.1053509985457,"Omni"
"246",53.4095316878387,"Omni"
"247",58.1098220479143,"Omni"
"248",61.1157342660019,"Omni"
"249",63.2080608905735,"Omni"
"250",61.8370412135177,"Omni"
"251",54.5027869371697,"Omni"
"252",54.1116857090965,"Omni"
"253",53.7351018013433,"Omni"
"254",51.245255952701,"Omni"
"255",54.3066989053041,"Omni"
"256",54.763904527761,"Omni"
"257",52.8196026263759,"Omni"
"258",53.3883730089292,"Omni"
"259",52.1572912745178,"Omni"
"260",54.5828387020156,"Omni"
"261",53.833684518002,"Omni"
"262",51.8843960827217,"Omni"
"263",51.8596232803538,"Omni"
"264",52.8010735306889,"Omni"
"265",54.7601924641058,"Omni"
"266",54.5202780235559,"Omni"
"267",51.6821513120085,"Omni"
"268",54.3194863619283,"Omni"
"269",54.0938255507499,"Omni"
"270",53.136695872061,"Omni"
"271",51.9302207985893,"Omni"
"272",54.6563452137634,"Omni"
"273",53.2760207466781,"Omni"
"274",52.6919010775164,"Omni"
"275",52.2533113714308,"Omni"
"276",53.4973120391369,"Omni"
"277",52.5912655266002,"Omni"
"278",53.8514234181494,"Omni"
"279",52.6923837717623,"Omni"
"280",51.4443080844358,"Omni"
"281",52.4043541094288,"Omni"
"282",52.2274782946333,"Omni"
"283",51.146084792912,"Omni"
"284",53.0914985360578,"Omni"
"285",54.3897220669314,"Omni"
"286",54.4849771037698,"Omni"
"287",52.0372857013717,"Omni"
"288",51.8494440028444,"Omni"
"289",54.3368221577257,"Omni"
"290",52.3859989866614,"Omni"
"291",54.4870612779632,"Omni"
"292",53.1225387854502,"Omni"
"293",54.6332556959242,"Omni"
"294",52.3365774070844,"Omni"
"295",52.5887895012274,"Omni"
"296",53.6617705663666,"Omni"
"297",52.2302104802802,"Omni"
"298",53.7620877567679,"Omni"
"299",53.3453618157655,"Omni"
"300",54.5266768923029,"Omni"
"301",53.3378917323425,"Omni"
"302",52.9474062724039,"Omni"
"303",54.3510219566524,"Omni"
"304",54.5897138388827,"Omni"
"305",53.6732748933136,"Omni"
"306",53.1812204606831,"Omni"
