"","dBa","neighborhood"
"1",61.7098071959964,"Overtown"
"2",57.4192212304256,"Overtown"
"3",62.0547210729655,"Overtown"
"4",58.6277771086226,"Overtown"
"5",61.1368968574369,"Overtown"
"6",60.2331985813064,"Overtown"
"7",56.7705236573231,"Overtown"
"8",61.5851784260758,"Overtown"
"9",58.9981704063178,"Overtown"
"10",59.2813325982201,"Overtown"
"11",60.8181232653652,"Overtown"
"12",58.8527885121646,"Overtown"
"13",57.9151517677777,"Overtown"
"14",60.0977792016685,"Overtown"
"15",60.0971312352136,"Overtown"
"16",59.4264453785909,"Overtown"
"17",60.3423429148595,"Overtown"
"18",58.177512955722,"Overtown"
"19",58.9898270304296,"Overtown"
"20",58.4883798598486,"Overtown"
"21",60.8775055171634,"Overtown"
"22",60.5490821461275,"Overtown"
"23",61.3708922131317,"Overtown"
"24",58.4385287138304,"Overtown"
"25",58.590984893504,"Overtown"
"26",58.6424229270245,"Overtown"
"27",60.7652461006601,"Overtown"
"28",59.2936645192262,"Overtown"
"29",62.9026936742216,"Overtown"
"30",59.1664546067171,"Overtown"
"31",57.5088515009396,"Overtown"
"32",62.3094514278985,"Overtown"
"33",64.4897948307025,"Overtown"
"34",57.9031701034932,"Overtown"
"35",59.7087662163816,"Overtown"
"36",63.0281626155923,"Overtown"
"37",61.0662694916967,"Overtown"
"38",62.0846956465811,"Overtown"
"39",59.3696513704267,"Overtown"
"40",58.6610334088693,"Overtown"
"41",61.1919439763947,"Overtown"
"42",58.0426979922135,"Overtown"
"43",62.7886803772337,"Overtown"
"44",62.8813180940168,"Overtown"
"45",59.0791704201479,"Overtown"
"46",61.1506584183848,"Overtown"
"47",63.2282852405343,"Overtown"
"48",59.2360753259713,"Overtown"
"49",61.3752166685251,"Overtown"
"50",60.157008396933,"Overtown"
"51",61.3573515395611,"Overtown"
"52",58.8525583806421,"Overtown"
"53",61.5312261074397,"Overtown"
"54",58.3890328954463,"Overtown"
"55",65.0545467645186,"Overtown"
"56",57.688529797021,"Overtown"
"57",62.7812511812293,"Overtown"
"58",58.2988171165875,"Overtown"
"59",62.0301020249056,"Overtown"
"60",60.9398725348708,"Overtown"
"61",61.3715733657376,"Overtown"
"62",59.9618063590592,"Overtown"
"63",60.4782293114602,"Overtown"
"64",56.4164332419083,"Overtown"
"65",59.2651425906992,"Overtown"
"66",59.9483888981163,"Overtown"
"67",59.1940549157883,"Overtown"
"68",58.4772435775112,"Overtown"
"69",56.3201587027352,"Overtown"
"70",59.2487846844584,"Overtown"
"71",60.71352340237,"Overtown"
"72",60.1592089158695,"Overtown"
"73",59.818005948915,"Overtown"
"74",61.7554456055645,"Overtown"
"75",60.6848199619185,"Overtown"
"76",61.3835721148054,"Overtown"
"77",57.6000293341574,"Overtown"
"78",62.7484373699718,"Overtown"
"79",63.5601381940335,"Overtown"
"80",61.120762171296,"Overtown"
"81",57.6554918988368,"Overtown"
"82",59.3858462930131,"Overtown"
"83",60.4439246218116,"Overtown"
"84",60.8920983145711,"Overtown"
"85",62.540368009568,"Overtown"
"86",57.0120209751337,"Overtown"
"87",59.960580220364,"Overtown"
"88",60.4957700608238,"Overtown"
"89",62.1796802952336,"Overtown"
"90",62.2526888156085,"Overtown"
"91",60.040194988977,"Overtown"
"92",58.069700775572,"Overtown"
"93",64.2892388311397,"Overtown"
"94",60.9688863609136,"Overtown"
"95",64.7614708627747,"Overtown"
"96",61.4713868887808,"Overtown"
"97",62.4746840216437,"Overtown"
"98",61.1923188238592,"Overtown"
"99",64.1667001709312,"Overtown"
"100",58.7496663748737,"Overtown"
"101",59.2619464374533,"Overtown"
"102",59.8012047100251,"Overtown"
"103",60.8769847413879,"Overtown"
"104",61.1270820731823,"Overtown"
"105",60.9386782513445,"Overtown"
"106",60.5694451310766,"Overtown"
"107",60.54894279822,"Overtown"
"108",60.9942137751315,"Overtown"
"109",58.4916486463578,"Overtown"
"110",60.9571240848098,"Overtown"
"111",65.1224698441288,"Overtown"
"112",58.5149733144822,"Overtown"
"113",61.4649980359998,"Overtown"
"114",59.7479565127025,"Overtown"
"115",59.4452469873054,"Overtown"
"116",57.9175159259097,"Overtown"
"117",57.3941615882069,"Overtown"
"118",62.6765970944461,"Overtown"
"119",55.4334398603145,"Overtown"
"120",61.5357881841091,"Overtown"
"121",60.045386240658,"Overtown"
"122",59.9949337357013,"Overtown"
"123",62.0828144670504,"Overtown"
"124",61.8789688390098,"Overtown"
"125",60.8623393344587,"Overtown"
"126",59.7841303951719,"Overtown"
"127",54.0919003636397,"Overtown"
"128",63.7500447181035,"Overtown"
"129",57.4529150898948,"Overtown"
"130",63.7847872109154,"Overtown"
"131",62.9511486677658,"Overtown"
"132",57.2931391307904,"Overtown"
"133",60.1180267386768,"Overtown"
"134",59.7848410713033,"Overtown"
"135",60.1833357358592,"Overtown"
"136",61.145908317804,"Overtown"
"137",56.7492235173068,"Overtown"
"138",61.3747938685414,"Overtown"
"139",61.709484372562,"Overtown"
"140",60.3132231685274,"Overtown"
"141",55.810903699419,"Overtown"
"142",59.1189336521505,"Overtown"
"143",62.223661941843,"Overtown"
"144",61.1211362418765,"Overtown"
"145",60.0940652428641,"Overtown"
"146",61.6684891184449,"Overtown"
"147",60.9079295334203,"Overtown"
"148",58.7459916173818,"Overtown"
"149",61.3822255152918,"Overtown"
"150",61.1873704167183,"Overtown"
"151",57.7386409191956,"Overtown"
"152",56.9735211543042,"Overtown"
"153",59.9948781691752,"Overtown"
